content,label
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",negative
I highly doubt that anyone could ever like this trash.,negative
This is not movie-making.,negative
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",negative
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!",negative
I saw this short film on HBO the other day and absolutely loved it.,positive
I didn't realize how wonderful the short really is until the last two scenes.,positive
Excellent short film.,positive
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",positive
"I agree with Jessica, this movie is pretty bad.",negative
"Characters are one-dimensional, even the good guys and especially the bad guys.",negative
The story line is totally predictable.,negative
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",positive
I've seen soap operas more intelligent than this movie.,negative
"Bad characters, bad story and bad acting.",negative
Really awful.,negative
Not easy to watch.,negative
"Funny, clever, hip - just like Pray's previous film, Hype!",positive
It was a long time that i didn't see a so charismatic actor on screen.,positive
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.,positive
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.,positive
I rate this movie 9/10.,positive
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.",positive
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.,positive
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".",positive
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.,positive
"It never condescends, all the characters have good genuine hearts and believable problems.",positive
The two main characters may be two of the most believable children I ever saw put on screen.,positive
"They are so easy to love, but even more easy to identify with.",positive
This movie is great--especially if you enjoy visual arts.,positive
The scenery that the two daughters paint and photograph are beautiful.,positive
The story is also both funny and poignant at times.,positive
"People who like European films and ""art movies"" will like this movie.",positive
This is truly an art movie--it actually has a lot of art in it.,positive
Go rent it.,positive
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.",positive
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.",positive
Brilliance indeed.,positive
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.",positive
Think of the film being like a dream.,positive
Simply beautiful.,positive
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.,positive
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",positive
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,positive
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.",negative
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",negative
The movie seemed a little slow at first.,negative
But it picked up speed and got right to the point.,positive
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".",positive
I enjoyed it.,positive
I have recommended it to friends.,positive
I was particularly pleased with the acting ability of Dwight Schultz.,positive
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.",positive
"Their on-screen chemistry, critical to the entire film, is genuine.",positive
"The film's dialogue is natural, real to life.",positive
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",positive
The incredible soundtrack truly captures the essence of the film.,positive
"Each track commands sentiment, actually contributing to the scenes and characters.",positive
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,positive
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.",positive
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.",positive
Enough can not be said of the remarkable animation in this film.,positive
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.,positive
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",negative
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.",negative
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.,negative
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.",positive
"Just consider the excellent story, solid acting and look of the film as added bonuses.",positive
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.",negative
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.",positive
It is a very well acted and done TV Movie.,positive
Judith Light is one of my favorite actresses and I think she does a superb job in this film!,positive
I keep watching it over and over.,positive
"It's a sad movie, but very good.",positive
"If you have not seen this movie, I definitely recommend it!",positive
"She is as lovely as usual, this cutie!",positive
Still it's quite interesting and entertaining to follow.,positive
;) Recommend with confidence!,positive
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.,positive
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).,positive
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.",positive
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.",positive
Fans of the genre will be in heaven.,positive
Lange had become a great actress.,positive
It looked like a wonderful story.,positive
I never walked out of a movie faster.,negative
I just got bored watching Jessice Lange take her clothes off!,negative
"Unfortunately, any virtue in this film's production work was lost on a regrettable script.",negative
"In a word, it is embarrassing.",negative
Exceptionally bad!,negative
All in all its an insult to one's intelligence and a huge waste of money.,negative
